product_name_c_1,product_name_c_2,name_similarity,seller_website_c_1,seller_website_c_2,url_similarity,description_c_1,description_c_2,description_similarity,product_category_c_1,product_category_c_2,category_similarity
crafty,craftyjs,85.71428571428572,craftydelivers.com,,,"from stocking snacks to caring for coffee machines our kitchen program has you covered. with our on-site operators using finely tuned inventory technology, you will always be sure that happiness is in full supply.",,,hospitality software,game development,33.333333333333336
crawlera,crawlr,85.71428571428572,,app.crawlrlabs.com,,,"crawlr is a powerful free web scraping tool designed to help you effortlessly extract and manage data from websites. whether you need to collect product information, track content changes, or export data for analysis, crawlr makes the process simple and efficient.",,proxy servers,data extraction tools,23.529411764705888
credit cooperative society,credit cooperative society software,85.24590163934427,sahakaar.com,,,credit cooperative society is a .net based centralized database online for credit cooperative societies with core banking functions.,,,financial services software,banking,17.647058823529417
creditcore,creditforce,85.71428571428572,,,,,,,loan management,debt collection,40.0
critical impact,criticalimpact,96.55172413793103,criticalimpact.com,,,"easily create powerful email workflows that engage, nurture and retain your subscribers",,,email marketing software,email marketing platforms,73.46938775510203
crossware email signature,crossware mail signature,97.95918367346938,crossware.co.nz,,,"crossware mail signature is email signature solution for microsoft office 365, microsoft exchange, ibm domino and ibm smartcloud notes.",,,email signature software,email signatures,80.0
crowdin,crowdio,85.71428571428572,crowdin.com,,,"crowdin is a leading ai-powered localization platform designed to streamline and accelerate the creation and management of multilingual content. by connecting with over 600 tools, crowdin enables teams to effortlessly localize apps, software, websites, games, help documentation, and designs, delivering a native experience to customers around the world. with a comprehensive suite of features — including integrations with popular сms, development and design platforms like github, google play, figma, and hubspot — crowdin automates content updates and speeds up the localization process. the platform offers flexible translation options through crowdin's language services, a marketplace of agencies, or your own translation team.",,,translation management software,live chat,25.0
crowdio,crowdl.io,87.5,,crowdl.io,,,"it is a free translations manager with crowd translations features. create a project, load your strings, and share your project's link with your translators. it can export to different formats, like json, android and ios.",,live chat,personalization behavioral targeting,26.66666666666667
crowdspring,crowdsprint,90.9090909090909,crowdspring.com,,,"crowdspring helps buyers reach creatives across the globe so that small businesses, one-man shops and individuals anywhere can tap into a global pool of creatives for graphic design, industrial design, and writing projects.",,,freelance platforms,crowdsourced testing,30.76923076923077
crowdstrike falcon,crowdstrike falcon x,94.73684210526316,,,,,,,malware protection,endpoint protection,64.86486486486487
csa software,csa360 software,88.88888888888889,,csa360software.com,,,"csa360 software is a cost-efficient, all-in-one security guard management system. with 15+ modules, this software allows you to only pay for the features you need, keeping costs down while managing your security operations in one easy-to-use system. with enhanced features, including gps verified tour confirmation, workforce management, and live dashboards, your team will implement more efficient processes and procedures to keep your clients and their visitors safe.",,fleet management and logistics,physical security software,32.14285714285714
curaite,curate,92.3076923076923,,curatesolutions.com,,,"easy, efficient & comprehensive local policy tracking minutes and agendas from city councils are hard to find and sift through, yet they contain information and decisions that could cost your organization years of progress. that’s why we created curate — a comprehensive local legislative tracking software. curate scans meeting minutes, agendas, planning, and other documents from more than 12,000 local government entities to help you stay in the loop about the issues you care about through a custom dashboard and daily email reports.",,social media management,political software,34.14634146341463
curalate,curate,85.71428571428572,,curatesolutions.com,,,"easy, efficient & comprehensive local policy tracking minutes and agendas from city councils are hard to find and sift through, yet they contain information and decisions that could cost your organization years of progress. that’s why we created curate — a comprehensive local legislative tracking software. curate scans meeting minutes, agendas, planning, and other documents from more than 12,000 local government entities to help you stay in the loop about the issues you care about through a custom dashboard and daily email reports.",,content discovery platform,political software,31.818181818181824
curata,curatal,92.3076923076923,curata.com,curatal.com,95.23809523809523,"curata provides solutions for curating, planning, and measuring content’s impact.","curatal is a saas-based video interviewing service hosted on ai/ml-powered platform. backed by a consortium of 5,000+ interviewers. the tool and process offer flexibility for the recruiters to focus on hr activities like candidate sourcing, reviewing for best fit and onboarding.",31.666666666666664,content curation tools,recruiting software,39.02439024390244
curator,curatr,92.3076923076923,curator.co,,,"curator is the no.1 tool for the creative process. from the first fragment of an idea to presentation. simple, fast, powerful",curatr is the social learning platform that gives you the tools to build and deliver engaging online courses that get people talking.,49.6124031007752,software design software,learning management systems,39.21568627450981
curator.io,curatora.io,95.23809523809523,curator.io,curatora.io,95.23809523809523,"curator.io is a brandable social media aggregator for brands, agencies, online shops, sports teams, events and others.","curatora allows customers to discover, curate and distribute top-notch, relevant content that your target audience wants to read — now.",41.10671936758893,social media marketing software,content curation tools,30.188679245283023
customcart,customcat,94.73684210526316,customcart.com,customcat.com,96.2962962962963,"customcart shopping cart software provides secure, scalable, and reliable shopping cart functionality to web sites",customcat is a print on demand fulfillment service for online retailers. we make it easy to sell high quality custom products online.,44.534412955465584,e-commerce software,e-commerce software,100.0
customerlobby,customerly,86.95652173913044,,customerly.io,,,customerly is a new and easy way to create true and strong relationships with your customers.,,online review management,live chat software,42.85714285714286
